experiment_id,AnchorRepo,Rating,MagnetsInTop5,MagnetsInTop10,MagnetsInFinal30,QualifiedInFinal30,Top1_CandidateRepo,Top5_Candidates
penalty100_min700_cap21,JaidedAI/EasyOCR,Good,1,2,5,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | Lightning-AI/pytorch-lightning | Hironsan/BossSensor | GabrielDornelles/pytorch-ocr | frgfm/torch-cam
penalty150_min700_cap22,bbfamily/abu,Good,0,0,1,13,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | asavinov/intelligent-trading-bot | coding-kitties/investing-algorithm-framework
penalty150_min700_cap22,deepspeedai/DeepSpeed,Good,0,1,8,16,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | hpcaitech/ColossalAI | qualcomm/aimet | tensorflow/compression
penalty150_min700_cap22,huggingface/datasets,Good,0,0,0,30,Lightning-AI/litgpt,Lightning-AI/litgpt | jacobgil/pytorch-grad-cam | rohitg00/ai-engineering-from-scratch | mlfoundations/open_clip | ludwig-ai/ludwig
penalty150_min700_cap22,huggingface/transformers,Good,0,0,0,30,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | jessevig/bertviz | sgl-project/sglang | speechbrain/speechbrain
penalty150_min700_cap22,jina-ai/serve,Good,0,0,0,12,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | PrefectHQ/fastmcp | agentscope-ai/agentscope | getzep/graphiti
penalty150_min700_cap22,pytorch/pytorch,Good,0,0,4,30,chainer/chainer,chainer/chainer | norse/norse | leptonai/leptonai | pranftw/neograd | oreilly-japan/deep-learning-from-scratch-3
penalty150_min700_cap22,ray-project/ray,Good,0,0,0,23,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | NVIDIA/TensorRT-LLM | google/langextract | microsoft/LoRA
penalty150_min700_cap22,sebastianruder/NLP-progress,Good,0,0,0,20,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty150_min700_cap22,serengil/deepface,Good,0,0,5,14,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | Zeyi-Lin/HivisionIDPhotos | wujiyang/Face_Pytorch
penalty150_min700_cap22,ultralytics/yolov5,Good,0,0,3,30,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty150_min700_cap22,explosion/spaCy,OK,2,4,11,17,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty150_min700_cap22,gradio-app/gradio,Weak,3,4,11,17,streamlit/streamlit,streamlit/streamlit | unit8co/darts | NannyML/nannyml | Lightning-AI/pytorch-lightning | keras-team/keras
penalty150_min700_cap22,streamlit/streamlit,Weak,3,4,10,30,gradio-app/gradio,gradio-app/gradio | unit8co/darts | Lightning-AI/pytorch-lightning | keras-team/keras | NannyML/nannyml
penalty175_min600_cap22,Lightning-AI/pytorch-lightning,Good,1,2,6,30,keras-team/keras,keras-team/keras | stanfordnlp/stanza | kornia/kornia | unit8co/darts | google-deepmind/sonnet
penalty175_min600_cap22,eriklindernoren/ML-From-Scratch,Good,1,1,6,30,mdbloice/Augmentor,mdbloice/Augmentor | tflearn/tflearn | aleju/imgaug | unit8co/darts | Lightning-AI/pytorch-lightning
penalty175_min600_cap22,onnx/onnx,Good,1,2,8,30,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | Lightning-AI/pytorch-lightning | flwrlabs/flower | stanfordnlp/stanza
penalty175_min600_cap22,recommenders-team/recommenders,Good,1,2,8,30,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty175_min600_cap22,JaidedAI/EasyOCR,Good,0,0,1,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | Hironsan/BossSensor | frgfm/torch-cam | open-mmlab/mmocr
penalty175_min600_cap22,OpenBB-finance/OpenBB,Good,0,0,0,25,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty175_min600_cap22,apache/airflow,Good,0,0,0,24,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | Avaiga/taipy | abhishek-ch/around-dataengineering | san089/goodreads_etl_pipeline
penalty175_min600_cap22,bbfamily/abu,Good,0,0,1,25,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | asavinov/intelligent-trading-bot | coding-kitties/investing-algorithm-framework
penalty175_min600_cap22,deepspeedai/DeepSpeed,Good,0,0,6,30,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | hpcaitech/ColossalAI | tensorflow/compression
penalty175_min600_cap22,huggingface/datasets,Good,0,0,0,30,Lightning-AI/litgpt,Lightning-AI/litgpt | jacobgil/pytorch-grad-cam | mlfoundations/open_clip | katanaml/sparrow | rohitg00/ai-engineering-from-scratch
penalty175_min600_cap22,huggingface/transformers,Good,0,0,0,30,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | jessevig/bertviz | speechbrain/speechbrain | Tencent/AngelSlim
penalty175_min600_cap22,jina-ai/serve,Good,0,0,0,30,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | PrefectHQ/fastmcp | agentscope-ai/agentscope | emcie-co/parlant
penalty175_min600_cap22,pytorch/pytorch,Good,0,0,4,30,chainer/chainer,chainer/chainer | norse/norse | pranftw/neograd | leptonai/leptonai | oreilly-japan/deep-learning-from-scratch-3
penalty175_min600_cap22,ray-project/ray,Good,0,0,0,30,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | NVIDIA/TensorRT-LLM | curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI | google/langextract
penalty175_min600_cap22,sebastianruder/NLP-progress,Good,0,0,0,30,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty175_min600_cap22,serengil/deepface,Good,0,0,3,30,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | wujiyang/Face_Pytorch | Zeyi-Lin/HivisionIDPhotos
penalty175_min600_cap22,ultralytics/yolov5,Good,0,0,2,30,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty175_min600_cap22,explosion/spaCy,OK,2,4,11,30,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty175_min600_cap22,gradio-app/gradio,OK,2,4,11,30,streamlit/streamlit,streamlit/streamlit | unit8co/darts | NannyML/nannyml | 1adrianb/face-alignment | Lightning-AI/pytorch-lightning
penalty175_min600_cap22,streamlit/streamlit,Weak,3,3,9,30,unit8co/darts,unit8co/darts | gradio-app/gradio | Lightning-AI/pytorch-lightning | keras-team/keras | NannyML/nannyml
penalty175_min700_cap22,Lightning-AI/pytorch-lightning,Good,1,2,6,30,keras-team/keras,keras-team/keras | stanfordnlp/stanza | kornia/kornia | unit8co/darts | google-deepmind/sonnet
penalty175_min700_cap22,eriklindernoren/ML-From-Scratch,Good,1,1,6,23,mdbloice/Augmentor,mdbloice/Augmentor | tflearn/tflearn | aleju/imgaug | unit8co/darts | Lightning-AI/pytorch-lightning
penalty175_min700_cap22,onnx/onnx,Good,1,2,8,17,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | Lightning-AI/pytorch-lightning | flwrlabs/flower | stanfordnlp/stanza
penalty175_min700_cap22,recommenders-team/recommenders,Good,1,2,7,18,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty175_min700_cap22,JaidedAI/EasyOCR,Good,0,0,1,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | Hironsan/BossSensor | frgfm/torch-cam | open-mmlab/mmocr
penalty175_min700_cap22,OpenBB-finance/OpenBB,Good,0,0,0,12,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty175_min700_cap22,apache/airflow,Good,0,0,0,14,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | Avaiga/taipy | abhishek-ch/around-dataengineering | san089/goodreads_etl_pipeline
penalty175_min700_cap22,bbfamily/abu,Good,0,0,1,13,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | asavinov/intelligent-trading-bot | coding-kitties/investing-algorithm-framework
penalty175_min700_cap22,deepspeedai/DeepSpeed,Good,0,0,6,12,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | hpcaitech/ColossalAI | tensorflow/compression
penalty175_min700_cap22,huggingface/datasets,Good,0,0,0,23,Lightning-AI/litgpt,Lightning-AI/litgpt | jacobgil/pytorch-grad-cam | mlfoundations/open_clip | katanaml/sparrow | rohitg00/ai-engineering-from-scratch
penalty175_min700_cap22,huggingface/transformers,Good,0,0,0,29,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | jessevig/bertviz | speechbrain/speechbrain | Tencent/AngelSlim
penalty175_min700_cap22,jina-ai/serve,Good,0,0,0,9,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | PrefectHQ/fastmcp | agentscope-ai/agentscope | emcie-co/parlant
penalty175_min700_cap22,pytorch/pytorch,Good,0,0,4,30,chainer/chainer,chainer/chainer | norse/norse | pranftw/neograd | leptonai/leptonai | oreilly-japan/deep-learning-from-scratch-3
penalty175_min700_cap22,ray-project/ray,Good,0,0,0,16,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | NVIDIA/TensorRT-LLM | curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI | google/langextract
penalty175_min700_cap22,sebastianruder/NLP-progress,Good,0,0,0,20,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty175_min700_cap22,serengil/deepface,Good,0,0,3,12,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | wujiyang/Face_Pytorch | Zeyi-Lin/HivisionIDPhotos
penalty175_min700_cap22,ultralytics/yolov5,Good,0,0,2,30,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty175_min700_cap22,explosion/spaCy,OK,2,4,11,11,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty175_min700_cap22,gradio-app/gradio,OK,2,4,11,10,streamlit/streamlit,streamlit/streamlit | unit8co/darts | NannyML/nannyml | 1adrianb/face-alignment | Lightning-AI/pytorch-lightning
penalty175_min700_cap22,streamlit/streamlit,Weak,3,3,9,22,unit8co/darts,unit8co/darts | gradio-app/gradio | Lightning-AI/pytorch-lightning | keras-team/keras | NannyML/nannyml
penalty200_min600_cap22,Lightning-AI/pytorch-lightning,Good,1,2,5,30,keras-team/keras,keras-team/keras | kornia/kornia | stanfordnlp/stanza | unit8co/darts | google-deepmind/sonnet
penalty200_min600_cap22,onnx/onnx,Good,1,1,8,30,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | flwrlabs/flower | Lightning-AI/pytorch-lightning | stanfordnlp/stanza
penalty200_min600_cap22,recommenders-team/recommenders,Good,1,1,7,29,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty200_min600_cap22,JaidedAI/EasyOCR,Good,0,0,0,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | frgfm/torch-cam | open-mmlab/mmocr | filipradenovic/cnnimageretrieval-pytorch
penalty200_min600_cap22,OpenBB-finance/OpenBB,Good,0,0,0,25,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty200_min600_cap22,apache/airflow,Good,0,0,0,24,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | Avaiga/taipy | abhishek-ch/around-dataengineering | san089/goodreads_etl_pipeline
penalty200_min600_cap22,bbfamily/abu,Good,0,0,1,22,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | coding-kitties/investing-algorithm-framework | asavinov/intelligent-trading-bot
penalty200_min600_cap22,deepspeedai/DeepSpeed,Good,0,0,5,30,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | tensorflow/compression | DuaneNielsen/DeepInfomaxPytorch
penalty200_min600_cap22,eriklindernoren/ML-From-Scratch,Good,0,1,5,30,mdbloice/Augmentor,mdbloice/Augmentor | tflearn/tflearn | aleju/imgaug | unit8co/darts | annoviko/pyclustering
penalty200_min600_cap22,huggingface/datasets,Good,0,0,0,30,Lightning-AI/litgpt,Lightning-AI/litgpt | jacobgil/pytorch-grad-cam | katanaml/sparrow | yanshengjia/ml-road | mlfoundations/open_clip
penalty200_min600_cap22,huggingface/transformers,Good,0,0,0,30,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | jessevig/bertviz | speechbrain/speechbrain | Tencent/AngelSlim
penalty200_min600_cap22,jina-ai/serve,Good,0,0,0,30,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | hongbo-miao/hongbomiao.com | PrefectHQ/fastmcp | agentscope-ai/agentscope
penalty200_min600_cap22,pytorch/pytorch,Good,0,0,3,30,chainer/chainer,chainer/chainer | norse/norse | leptonai/leptonai | pranftw/neograd | oreilly-japan/deep-learning-from-scratch-3
penalty200_min600_cap22,ray-project/ray,Good,0,0,0,30,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI | NVIDIA/TensorRT-LLM | microsoft/LoRA
penalty200_min600_cap22,sebastianruder/NLP-progress,Good,0,0,0,30,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty200_min600_cap22,serengil/deepface,Good,0,0,2,30,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | wujiyang/Face_Pytorch | Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB
penalty200_min600_cap22,ultralytics/yolov5,Good,0,0,0,30,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty200_min600_cap22,explosion/spaCy,OK,2,4,11,24,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty200_min600_cap22,gradio-app/gradio,OK,2,3,10,30,streamlit/streamlit,streamlit/streamlit | NannyML/nannyml | unit8co/darts | 1adrianb/face-alignment | Lightning-AI/pytorch-lightning
penalty200_min600_cap22,streamlit/streamlit,Weak,3,3,9,30,unit8co/darts,unit8co/darts | gradio-app/gradio | Lightning-AI/pytorch-lightning | NannyML/nannyml | keras-team/keras
penalty200_min700_cap22,Lightning-AI/pytorch-lightning,Good,1,2,5,30,keras-team/keras,keras-team/keras | kornia/kornia | stanfordnlp/stanza | unit8co/darts | google-deepmind/sonnet
penalty200_min700_cap22,onnx/onnx,Good,1,1,8,11,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | flwrlabs/flower | Lightning-AI/pytorch-lightning | stanfordnlp/stanza
penalty200_min700_cap22,recommenders-team/recommenders,Good,1,1,7,12,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty200_min700_cap22,JaidedAI/EasyOCR,Good,0,0,0,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | frgfm/torch-cam | open-mmlab/mmocr | filipradenovic/cnnimageretrieval-pytorch
penalty200_min700_cap22,OpenBB-finance/OpenBB,Good,0,0,0,11,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty200_min700_cap22,apache/airflow,Good,0,0,0,14,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | Avaiga/taipy | abhishek-ch/around-dataengineering | san089/goodreads_etl_pipeline
penalty200_min700_cap22,bbfamily/abu,Good,0,0,1,13,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | coding-kitties/investing-algorithm-framework | asavinov/intelligent-trading-bot
penalty200_min700_cap22,deepspeedai/DeepSpeed,Good,0,0,4,11,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | tensorflow/compression | DuaneNielsen/DeepInfomaxPytorch
penalty200_min700_cap22,eriklindernoren/ML-From-Scratch,Good,0,1,5,18,mdbloice/Augmentor,mdbloice/Augmentor | tflearn/tflearn | aleju/imgaug | unit8co/darts | annoviko/pyclustering
penalty200_min700_cap22,huggingface/datasets,Good,0,0,0,17,Lightning-AI/litgpt,Lightning-AI/litgpt | jacobgil/pytorch-grad-cam | katanaml/sparrow | yanshengjia/ml-road | mlfoundations/open_clip
penalty200_min700_cap22,huggingface/transformers,Good,0,0,0,26,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | jessevig/bertviz | speechbrain/speechbrain | Tencent/AngelSlim
penalty200_min700_cap22,jina-ai/serve,Good,0,0,0,9,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | hongbo-miao/hongbomiao.com | PrefectHQ/fastmcp | agentscope-ai/agentscope
penalty200_min700_cap22,pytorch/pytorch,Good,0,0,3,30,chainer/chainer,chainer/chainer | norse/norse | pranftw/neograd | leptonai/leptonai | oreilly-japan/deep-learning-from-scratch-3
penalty200_min700_cap22,ray-project/ray,Good,0,0,0,12,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI | NVIDIA/TensorRT-LLM | microsoft/LoRA
penalty200_min700_cap22,sebastianruder/NLP-progress,Good,0,0,0,20,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty200_min700_cap22,serengil/deepface,Good,0,0,2,12,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | wujiyang/Face_Pytorch | Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB
penalty200_min700_cap22,ultralytics/yolov5,Good,0,0,0,28,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty200_min700_cap22,explosion/spaCy,OK,2,4,11,7,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty200_min700_cap22,gradio-app/gradio,OK,2,3,10,9,streamlit/streamlit,streamlit/streamlit | NannyML/nannyml | unit8co/darts | 1adrianb/face-alignment | Lightning-AI/pytorch-lightning
penalty200_min700_cap22,streamlit/streamlit,Weak,3,3,9,18,unit8co/darts,unit8co/darts | gradio-app/gradio | Lightning-AI/pytorch-lightning | NannyML/nannyml | keras-team/keras
penalty250_min650_cap22,Lightning-AI/pytorch-lightning,Good,1,1,4,30,kornia/kornia,kornia/kornia | stanfordnlp/stanza | unit8co/darts | keras-team/keras | google-deepmind/sonnet
penalty250_min650_cap22,gradio-app/gradio,Good,1,3,8,10,streamlit/streamlit,streamlit/streamlit | NannyML/nannyml | unit8co/darts | 1adrianb/face-alignment | nidhaloff/igel
penalty250_min650_cap22,onnx/onnx,Good,1,1,7,10,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | flwrlabs/flower | Lightning-AI/pytorch-lightning | stanfordnlp/stanza
penalty250_min650_cap22,recommenders-team/recommenders,Good,1,1,6,16,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty250_min650_cap22,JaidedAI/EasyOCR,Good,0,0,0,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | frgfm/torch-cam | open-mmlab/mmocr | filipradenovic/cnnimageretrieval-pytorch
penalty250_min650_cap22,OpenBB-finance/OpenBB,Good,0,0,0,15,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty250_min650_cap22,apache/airflow,Good,0,0,0,18,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | abhishek-ch/around-dataengineering | Avaiga/taipy | san089/goodreads_etl_pipeline
penalty250_min650_cap22,bbfamily/abu,Good,0,0,0,14,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | coding-kitties/investing-algorithm-framework | asavinov/intelligent-trading-bot
penalty250_min650_cap22,deepspeedai/DeepSpeed,Good,0,0,3,18,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | tensorflow/compression | tensorflow/model-optimization
penalty250_min650_cap22,eriklindernoren/ML-From-Scratch,Good,0,0,4,22,mdbloice/Augmentor,mdbloice/Augmentor | aleju/imgaug | tflearn/tflearn | unit8co/darts | aladdinpersson/Machine-Learning-Collection
penalty250_min650_cap22,huggingface/datasets,Good,0,0,0,25,jacobgil/pytorch-grad-cam,jacobgil/pytorch-grad-cam | katanaml/sparrow | Lightning-AI/litgpt | yanshengjia/ml-road | mlfoundations/open_clip
penalty250_min650_cap22,huggingface/transformers,Good,0,0,0,30,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | speechbrain/speechbrain | Tencent/AngelSlim | jessevig/bertviz
penalty250_min650_cap22,jina-ai/serve,Good,0,0,0,16,bentoml/BentoML,bentoml/BentoML | Netflix/metaflow | hongbo-miao/hongbomiao.com | DaoCloud/DaoCloud-docs | PrefectHQ/fastmcp
penalty250_min650_cap22,pytorch/pytorch,Good,0,0,0,30,chainer/chainer,chainer/chainer | norse/norse | pranftw/neograd | leptonai/leptonai | oreilly-japan/deep-learning-from-scratch-3
penalty250_min650_cap22,ray-project/ray,Good,0,0,0,23,torchpipe/torchpipe,torchpipe/torchpipe | ELS-RD/transformer-deploy | curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI | run-llama/llama_deploy | NVIDIA/TensorRT-LLM
penalty250_min650_cap22,sebastianruder/NLP-progress,Good,0,0,0,25,nltk/nltk,nltk/nltk | jasonwu0731/trade-dst | hankcs/HanLP | budzianowski/multiwoz | Maluuba/nlg-eval
penalty250_min650_cap22,serengil/deepface,Good,0,0,1,22,deepinsight/insightface,deepinsight/insightface | RangiLyu/nanodet | Lasagne/Lasagne | wujiyang/Face_Pytorch | Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB
penalty250_min650_cap22,ultralytics/yolov5,Good,0,0,0,30,Megvii-BaseDetection/YOLOX,Megvii-BaseDetection/YOLOX | WangQvQ/YOLOMagic | tinyvision/DAMO-YOLO | ayooshkathuria/pytorch-yolo-v3 | open-mmlab/mmyolo
penalty250_min650_cap22,explosion/spaCy,OK,2,3,8,9,stanfordnlp/stanza,stanfordnlp/stanza | Lightning-AI/pytorch-lightning | kornia/kornia | google-deepmind/sonnet | keras-team/keras
penalty250_min650_cap22,streamlit/streamlit,OK,2,3,9,21,unit8co/darts,unit8co/darts | NannyML/nannyml | gradio-app/gradio | rio-labs/rio | Lightning-AI/pytorch-lightning
penalty250_min700_cap22,Lightning-AI/pytorch-lightning,Good,1,1,4,30,kornia/kornia,kornia/kornia | stanfordnlp/stanza | unit8co/darts | keras-team/keras | google-deepmind/sonnet
penalty250_min700_cap22,gradio-app/gradio,Good,1,3,8,4,streamlit/streamlit,streamlit/streamlit | NannyML/nannyml | unit8co/darts | 1adrianb/face-alignment | nidhaloff/igel
penalty250_min700_cap22,onnx/onnx,Good,1,1,7,6,google-deepmind/sonnet,google-deepmind/sonnet | kornia/kornia | flwrlabs/flower | Lightning-AI/pytorch-lightning | stanfordnlp/stanza
penalty250_min700_cap22,recommenders-team/recommenders,Good,1,1,6,4,Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning | unit8co/darts | kornia/kornia | google-deepmind/sonnet | stanfordnlp/stanza
penalty250_min700_cap22,JaidedAI/EasyOCR,Good,0,0,0,30,abdulfatir/twitter-sentiment-analysis,abdulfatir/twitter-sentiment-analysis | GabrielDornelles/pytorch-ocr | frgfm/torch-cam | open-mmlab/mmocr | filipradenovic/cnnimageretrieval-pytorch
penalty250_min700_cap22,OpenBB-finance/OpenBB,Good,0,0,0,11,ValueCell-ai/valuecell,ValueCell-ai/valuecell | brokermr810/QuantDinger | quantsbin/Quantsbin | Michalos88/Quant-Projects | binance/binance-skills-hub
penalty250_min700_cap22,apache/airflow,Good,0,0,0,13,dagster-io/dagster,dagster-io/dagster | feast-dev/feast | abhishek-ch/around-dataengineering | Avaiga/taipy | san089/goodreads_etl_pipeline
penalty250_min700_cap22,bbfamily/abu,Good,0,0,0,12,zvtvz/zvt,zvtvz/zvt | shashankvemuri/Finance | ranaroussi/quantstats | coding-kitties/investing-algorithm-framework | asavinov/intelligent-trading-bot
penalty250_min700_cap22,deepspeedai/DeepSpeed,Good,0,0,3,10,InterDigitalInc/CompressAI,InterDigitalInc/CompressAI | alibaba/EasyParallelLibrary | qualcomm/aimet | tensorflow/compression | DuaneNielsen/DeepInfomaxPytorch
penalty250_min700_cap22,eriklindernoren/ML-From-Scratch,Good,0,0,4,14,mdbloice/Augmentor,mdbloice/Augmentor | aleju/imgaug | tflearn/tflearn | unit8co/darts | aladdinpersson/Machine-Learning-Collection
penalty250_min700_cap22,huggingface/datasets,Good,0,0,0,12,jacobgil/pytorch-grad-cam,jacobgil/pytorch-grad-cam | katanaml/sparrow | Lightning-AI/litgpt | yanshengjia/ml-road | mlfoundations/open_clip
penalty250_min700_cap22,huggingface/transformers,Good,0,0,0,21,GradientHQ/parallax,GradientHQ/parallax | hiyouga/EasyR1 | speechbrain/speechbrain | Tencent/AngelSlim | jessevig/bertviz
